taxon_resolution	contrast	hold	variable	asv_id	test	metric	p_fdr	taxonomy
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00138	cc_da	p_fdr	0.01719684050577904	Gammaproteobacteria;BD1-7 clade
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00138	cc_da	p_fdr	0.006850142763459166	Gammaproteobacteria;BD1-7 clade
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00140	cc_dv	p_fdr	0.013288004227017201	NA
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00141	cc_dv	p_fdr	0.00550219387410726	NA
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00141	cc_dv	p_fdr	0.06420064348069701	NA
asv	peak_photo (Yawzi - Tektite)	peak_photo	Yawzi - Tektite	ASV_00143	cc_dv	p_fdr	9.371494866275996e-5	NA
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00143	cc_dv	p_fdr	4.099906864992501e-5	NA
asv	peak_photo (Yawzi - Tektite)	peak_photo	Yawzi - Tektite	ASV_00145	cc_dv	p_fdr	0.02139012382325868	NA
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00145	cc_dv	p_fdr	0.0015005215964288595	NA
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00146	cc_da	p_fdr	2.958824359956837e-4	Gammaproteobacteria;MWH-UniP1 aquatic group
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00146	cc_dv	p_fdr	0.03585110186770001	Gammaproteobacteria;MWH-UniP1 aquatic group
agg_genus	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00146	cc_da	p_fdr	3.798029809098068e-5	Gammaproteobacteria;MWH-UniP1 aquatic group
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00146	cc_da	p_fdr	4.3801915218216015e-4	Gammaproteobacteria;MWH-UniP1 aquatic group
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00146	cc_dv	p_fdr	0.022216747145467942	Gammaproteobacteria;MWH-UniP1 aquatic group
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00146	cc_da	p_fdr	5.309394563710233e-5	Gammaproteobacteria;MWH-UniP1 aquatic group
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00149	cc_dv	p_fdr	0.005538489088064366	NA
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00149	cc_dv	p_fdr	0.0326046010875733	NA
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00150	cc_da	p_fdr	0.07830472754184933	Verrucomicrobiae;MB11C04 marine group
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00150	cc_dv	p_fdr	0.010221882804686154	Verrucomicrobiae;MB11C04 marine group
agg_genus	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00150	cc_da	p_fdr	0.050670814106842654	Verrucomicrobiae;MB11C04 marine group
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00150	cc_dv	p_fdr	0.03105226412064877	Verrucomicrobiae;MB11C04 marine group
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00150	cc_dv	p_fdr	0.020234390299159664	Verrucomicrobiae;MB11C04 marine group
asv	peak_photo (Yawzi - Tektite)	peak_photo	Yawzi - Tektite	ASV_00151	cc_dv	p_fdr	0.012073232224349676	NA
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00153	cc_da	p_fdr	0.06136739250104327	Gammaproteobacteria;Pseudohongiella
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00153	cc_dv	p_fdr	0.020936419065635658	Gammaproteobacteria;Pseudohongiella
agg_genus	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00153	cc_da	p_fdr	0.03822865550525059	Gammaproteobacteria;Pseudohongiella
asv	peak_photo (Yawzi - Tektite)	peak_photo	Yawzi - Tektite	ASV_00153	cc_dv	p_fdr	0.03287062694478402	Gammaproteobacteria;Pseudohongiella
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00153	cc_dv	p_fdr	0.0050979015411945225	Gammaproteobacteria;Pseudohongiella
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00154	cc_da	p_fdr	1.4024457100211883e-4	NA
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00154	cc_dv	p_fdr	0.016773324123314413	NA
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00154	cc_da	p_fdr	0.03938228444379816	NA
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00155	cc_da	p_fdr	0.038980483145600583	Bacteria;SAR324 clade(Marine group B)
agg_genus	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00155	cc_da	p_fdr	0.010144682217039694	Bacteria;SAR324 clade(Marine group B)
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00155	cc_dv	p_fdr	0.08907431315617602	Bacteria;SAR324 clade(Marine group B)
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00155	cc_da	p_fdr	0.06829343498220052	Bacteria;SAR324 clade(Marine group B)
asv	peak_photo (Yawzi - Tektite)	peak_photo	Yawzi - Tektite	ASV_00158	cc_dv	p_fdr	0.0644738114811085	NA
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00158	cc_da	p_fdr	0.09237507835733556	NA
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00158	cc_da	p_fdr	5.10101576430112e-5	NA
asv	peak_photo (Yawzi - Tektite)	peak_photo	Yawzi - Tektite	ASV_00161	cc_dv	p_fdr	6.228933771181522e-4	NA
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00161	cc_da	p_fdr	0.007514288475655151	NA
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00161	cc_dv	p_fdr	0.016773324123314413	NA
asv	peak_photo (Yawzi - Tektite)	peak_photo	Yawzi - Tektite	ASV_00163	cc_dv	p_fdr	0.004057988084680208	NA
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00163	cc_dv	p_fdr	3.3085375154471994e-5	NA
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00164	cc_da	p_fdr	1.1158845467399818e-7	Bacteroidia;Chitinophagales
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00164	cc_dv	p_fdr	2.168676528434656e-4	Bacteroidia;Chitinophagales
agg_genus	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00164	cc_da	p_fdr	1.039588205124564e-5	Bacteroidia;Chitinophagales
agg_genus	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00164	cc_dv	p_fdr	0.016050496683590397	Bacteroidia;Chitinophagales
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00164	cc_da	p_fdr	0.09950880930182593	Bacteroidia;Chitinophagales
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00165	cc_da	p_fdr	0.007812699524291694	NA
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00165	cc_da	p_fdr	0.02172901233188146	NA
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00167	cc_dv	p_fdr	0.002889301908997964	NA
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00167	cc_da	p_fdr	0.02490629440319895	NA
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00167	cc_dv	p_fdr	0.09919696064256293	NA
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00168	cc_dv	p_fdr	0.08907431315617602	Gammaproteobacteria;Litoricola
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00168	cc_dv	p_fdr	0.07878943591583983	Gammaproteobacteria;Litoricola
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00176	cc_da	p_fdr	0.052790545020730585	NA
agg_genus	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00177	cc_da	p_fdr	0.03449636736494224	Gammaproteobacteria;Pseudoalteromonas
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00177	cc_da	p_fdr	0.0708673614674269	Gammaproteobacteria;Pseudoalteromonas
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00178	cc_da	p_fdr	2.351877870707171e-6	NA
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00178	cc_da	p_fdr	1.2397892246313887e-4	NA
asv	peak_photo (Yawzi - Tektite)	peak_photo	Yawzi - Tektite	ASV_00180	cc_dv	p_fdr	6.228933771181522e-4	NA
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00180	cc_dv	p_fdr	0.002926234882237236	NA
asv	peak_photo (Yawzi - Tektite)	peak_photo	Yawzi - Tektite	ASV_00185	cc_dv	p_fdr	4.295641047519663e-4	NA
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00185	cc_dv	p_fdr	0.0024207240438801317	NA
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00186	cc_da	p_fdr	0.002246830605499219	Bacteroidia;Bacteroides
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00187	cc_da	p_fdr	0.03701809119381577	NA
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00187	cc_da	p_fdr	0.006850142763459166	NA
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00191	cc_da	p_fdr	0.002246830605499219	Proteobacteria;Alphaproteobacteria
agg_genus	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00191	cc_da	p_fdr	3.8366252403623726e-4	Proteobacteria;Alphaproteobacteria
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00192	cc_da	p_fdr	5.069740629852843e-6	NA
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00192	cc_da	p_fdr	9.037386867281414e-7	NA
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00195	cc_dv	p_fdr	0.0222485440708548	NA
asv	peak_photo (Yawzi - Tektite)	peak_photo	Yawzi - Tektite	ASV_00196	cc_dv	p_fdr	0.031941680549931364	NA
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00199	cc_da	p_fdr	2.1304957798462985e-9	NA
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00199	cc_da	p_fdr	0.005483054860946815	NA
asv	peak_photo (Yawzi - Tektite)	peak_photo	Yawzi - Tektite	ASV_00201	cc_dv	p_fdr	0.03059882906926449	NA
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00201	cc_dv	p_fdr	1.7052494144075052e-4	NA
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00202	cc_dv	p_fdr	0.0326046010875733	NA
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00209	cc_da	p_fdr	0.013826261552084499	Kiritimatiellae;R76-B128
agg_genus	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00209	cc_da	p_fdr	0.009037651334796254	Kiritimatiellae;R76-B128
asv	peak_photo (Yawzi - Tektite)	peak_photo	Yawzi - Tektite	ASV_00209	cc_dv	p_fdr	0.0032959343792693073	Kiritimatiellae;R76-B128
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00209	cc_da	p_fdr	0.02263137033368542	Kiritimatiellae;R76-B128
asv	peak_photo (Yawzi - Tektite)	peak_photo	Yawzi - Tektite	ASV_00210	cc_dv	p_fdr	0.07955123761906183	NA
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00210	cc_da	p_fdr	0.052790545020730585	NA
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00210	cc_da	p_fdr	0.04732166632808339	NA
asv	peak_photo (Yawzi - Tektite)	peak_photo	Yawzi - Tektite	ASV_00211	cc_dv	p_fdr	0.0024894808528623893	NA
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00211	cc_dv	p_fdr	0.00550219387410726	NA
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00215	cc_da	p_fdr	5.081635761672789e-13	Bacteroidia;Saprospiraceae
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00215	cc_dv	p_fdr	9.010909372322453e-4	Bacteroidia;Saprospiraceae
agg_genus	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00215	cc_da	p_fdr	1.7653236574233516e-7	Bacteroidia;Saprospiraceae
asv	peak_photo (Yawzi - Tektite)	peak_photo	Yawzi - Tektite	ASV_00216	cc_dv	p_fdr	0.012073232224349676	NA
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00216	cc_dv	p_fdr	0.05906631611963992	NA
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00217	cc_da	p_fdr	0.09451208588312285	Gammaproteobacteria;Coxiella
agg_genus	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00217	cc_da	p_fdr	0.003145473968738627	Gammaproteobacteria;Coxiella
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00217	cc_da	p_fdr	0.01719684050577904	Gammaproteobacteria;Coxiella
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00217	cc_dv	p_fdr	0.04583982110471525	Gammaproteobacteria;Coxiella
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00217	cc_da	p_fdr	0.004400298848918986	Gammaproteobacteria;Coxiella
asv	peak_photo (Yawzi - Tektite)	peak_photo	Yawzi - Tektite	ASV_00218	cc_dv	p_fdr	0.031941680549931364	NA
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00218	cc_dv	p_fdr	0.007041167364099617	NA
asv	peak_photo (Yawzi - Tektite)	peak_photo	Yawzi - Tektite	ASV_00222	cc_dv	p_fdr	0.04446431428178496	NA
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00222	cc_da	p_fdr	0.018639971942119676	NA
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00222	cc_dv	p_fdr	0.04809257125071214	NA
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00227	cc_da	p_fdr	0.03811660632841379	Gammaproteobacteria;Photobacterium
agg_genus	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00227	cc_da	p_fdr	0.006492807149374556	Gammaproteobacteria;Photobacterium
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00227	cc_da	p_fdr	0.0398194351710709	Gammaproteobacteria;Photobacterium
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00228	cc_dv	p_fdr	0.032265644146028644	NA
agg_genus	peak_photo (Yawzi - Tektite)	peak_photo	Yawzi - Tektite	ASV_00229	cc_dv	p_fdr	0.05998981368995056	Bacteroidia;Cyclobacteriaceae
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00229	cc_da	p_fdr	0.018388920872325177	Bacteroidia;Cyclobacteriaceae
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00229	cc_dv	p_fdr	1.2962963276878856e-5	Bacteroidia;Cyclobacteriaceae
agg_genus	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00229	cc_da	p_fdr	0.036093790928134445	Bacteroidia;Cyclobacteriaceae
asv	peak_photo (Yawzi - Tektite)	peak_photo	Yawzi - Tektite	ASV_00229	cc_dv	p_fdr	0.03229814010558042	Bacteroidia;Cyclobacteriaceae
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00229	cc_da	p_fdr	0.014331775787689032	Bacteroidia;Cyclobacteriaceae
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00229	cc_dv	p_fdr	0.0013597253774971238	Bacteroidia;Cyclobacteriaceae
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00233	cc_da	p_fdr	0.022220614875570484	NA
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00233	cc_da	p_fdr	0.00989355997021794	NA
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00235	cc_da	p_fdr	0.0944763877155288	NA
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00235	cc_da	p_fdr	0.025567713425439526	NA
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00236	cc_da	p_fdr	2.7643067501240863e-4	Gammaproteobacteria;Thiotrichaceae
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00236	cc_dv	p_fdr	0.05779666091278721	Gammaproteobacteria;Thiotrichaceae
agg_genus	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00236	cc_da	p_fdr	2.1855584540588212e-5	Gammaproteobacteria;Thiotrichaceae
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00236	cc_da	p_fdr	0.0012343398157128856	Gammaproteobacteria;Thiotrichaceae
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00236	cc_dv	p_fdr	0.01577856818674861	Gammaproteobacteria;Thiotrichaceae
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00236	cc_da	p_fdr	1.4398939474928197e-4	Gammaproteobacteria;Thiotrichaceae
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00240	cc_dv	p_fdr	0.027667675481047184	Bdellovibrionia;OM27 clade
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00243	cc_da	p_fdr	0.0015134790544364272	Bacteroidia;Winogradskyella
agg_genus	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00243	cc_da	p_fdr	8.779252476496678e-4	Bacteroidia;Winogradskyella
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00243	cc_da	p_fdr	0.018140259650090695	Bacteroidia;Winogradskyella
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00251	cc_da	p_fdr	1.6290270536873365e-6	Gammaproteobacteria;Alteromonadaceae
agg_genus	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00251	cc_da	p_fdr	0.003076605135496843	Gammaproteobacteria;Alteromonadaceae
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00251	cc_da	p_fdr	0.004692783586728332	Gammaproteobacteria;Alteromonadaceae
asv	peak_photo (Yawzi - Tektite)	peak_photo	Yawzi - Tektite	ASV_00255	cc_dv	p_fdr	0.0065585617551412	NA
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00255	cc_dv	p_fdr	0.002889301908997964	NA
asv	peak_photo (Yawzi - Tektite)	peak_photo	Yawzi - Tektite	ASV_00258	cc_dv	p_fdr	0.02684890304121744	NA
asv	peak_photo (Yawzi - Tektite)	peak_photo	Yawzi - Tektite	ASV_00259	cc_dv	p_fdr	0.07944769525243073	NA
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00259	cc_dv	p_fdr	0.0106721395013587	NA
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00260	cc_da	p_fdr	0.013056120036428687	Bacteroidia;Flavobacteriales
agg_genus	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00260	cc_da	p_fdr	0.02139412114010955	Bacteroidia;Flavobacteriales
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00260	cc_da	p_fdr	0.04742814487337451	Bacteroidia;Flavobacteriales
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00260	cc_da	p_fdr	0.047412274224929336	Bacteroidia;Flavobacteriales
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00269	cc_da	p_fdr	1.7345155951471822e-4	Gammaproteobacteria;Enterobacterales
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00269	cc_dv	p_fdr	0.037124326375910593	Gammaproteobacteria;Enterobacterales
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00271	cc_da	p_fdr	0.0013424460826394606	Gammaproteobacteria;Luminiphilus
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00271	cc_da	p_fdr	0.004685362600641093	Gammaproteobacteria;Luminiphilus
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00271	cc_da	p_fdr	0.03447180358183746	Gammaproteobacteria;Luminiphilus
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00274	cc_da	p_fdr	0.003691787158579256	NA
asv	peak_photo (Yawzi - Tektite)	peak_photo	Yawzi - Tektite	ASV_00277	cc_dv	p_fdr	0.04656204351306198	Planctomycetes;Rubripirellula
asv	peak_photo (Yawzi - Tektite)	peak_photo	Yawzi - Tektite	ASV_00278	cc_dv	p_fdr	0.0612144428585404	NA
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00282	cc_da	p_fdr	8.440637355263394e-9	Desulfobulbia;Desulfocapsaceae
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00282	cc_dv	p_fdr	0.020008916475136695	Desulfobulbia;Desulfocapsaceae
agg_genus	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00282	cc_da	p_fdr	3.736297537690751e-6	Desulfobulbia;Desulfocapsaceae
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00282	cc_da	p_fdr	8.109988924436506e-6	Desulfobulbia;Desulfocapsaceae
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00282	cc_da	p_fdr	0.022308650812083688	Desulfobulbia;Desulfocapsaceae
asv	peak_photo (Yawzi - Tektite)	peak_photo	Yawzi - Tektite	ASV_00290	cc_dv	p_fdr	0.005422187048888717	Planctomycetota;OM190
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00300	cc_da	p_fdr	8.376830266067834e-5	Actinobacteria;Candidatus Aquiluna
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00300	cc_da	p_fdr	1.1535732218745049e-4	Actinobacteria;Candidatus Aquiluna
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00313	cc_da	p_fdr	0.0962446061973283	Planctomycetes;Pirellulaceae
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00321	cc_da	p_fdr	5.585823614128423e-4	Bacteroidia;Aureicoccus
agg_genus	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00321	cc_dv	p_fdr	0.029473131946013895	Bacteroidia;Aureicoccus
agg_genus	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00321	cc_da	p_fdr	7.253664971014202e-5	Bacteroidia;Aureicoccus
agg_genus	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00321	cc_dv	p_fdr	0.0778439355196616	Bacteroidia;Aureicoccus
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00321	cc_da	p_fdr	0.0013922361114117338	Bacteroidia;Aureicoccus
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00321	cc_dv	p_fdr	0.043043864356827076	Bacteroidia;Aureicoccus
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00321	cc_da	p_fdr	1.0819852746500331e-4	Bacteroidia;Aureicoccus
asv	peak_photo (Tektite - LB_seagrass)	peak_photo	Tektite - LB_seagrass	ASV_00321	cc_dv	p_fdr	0.05908814940271833	Bacteroidia;Aureicoccus
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00329	cc_dv	p_fdr	0.00550219387410726	NA
asv	peak_photo (Yawzi - LB_seagrass)	peak_photo	Yawzi - LB_seagrass	ASV_00334	cc_dv	p_fdr	0.03209836749065463	NA
