asv_id	label
ASV_10120	ASV_10120: Phycisphaerae; Phycisphaeraceae
ASV_10121	ASV_10121: Planctomycetes; Gimesiaceae
ASV_10122	ASV_10122: Proteobacteria; Gammaproteobacteria
ASV_10123	ASV_10123: Alphaproteobacteria; Parvularculaceae
ASV_10124	ASV_10124: Gammaproteobacteria; Francisellaceae
ASV_10125	ASV_10125: Proteobacteria; Alphaproteobacteria
ASV_10126	ASV_10126: Proteobacteria; Alphaproteobacteria
ASV_10127	ASV_10127: Patescibacteria; Gracilibacteria
ASV_10128	ASV_10128: Omnitrophia; Candidatus Omnitrophus
ASV_10129	ASV_10129: Bacteria
ASV_10130	ASV_10130: Bacteroidia; Flavobacteriaceae
ASV_10131	ASV_10131: Nanoarchaeia; Woesearchaeales
ASV_10132	ASV_10132: Bacteroidia; NS7 marine group
ASV_10133	ASV_10133: Nanoarchaeia; Woesearchaeales
ASV_10134	ASV_10134: Alphaproteobacteria; AEGEAN-169 marine group
ASV_10135	ASV_10135: Bacteria
ASV_10136	ASV_10136: Bacteria
ASV_10137	ASV_10137: Omnitrophia; Candidatus Omnitrophus
ASV_10138	ASV_10138: Bdellovibrionia; OM27 clade
ASV_10139	ASV_10139: Gracilibacteria; JGI 0000069-P22
ASV_10141	ASV_10141: Patescibacteria; Gracilibacteria
ASV_10142	ASV_10142: Planctomycetota; OM190
ASV_10143	ASV_10143: Bacteroidia; Cryomorphaceae
ASV_10144	ASV_10144: Bacteria; Proteobacteria
ASV_10146	ASV_10146: Gammaproteobacteria; Thalassotalea
ASV_10147	ASV_10147: Bacteroidota; Bacteroidia
ASV_10148	ASV_10148: Proteobacteria; Gammaproteobacteria
ASV_10149	ASV_10149: Nitrospirota; Thermodesulfovibrionia
ASV_10150	ASV_10150: Proteobacteria; Alphaproteobacteria
ASV_10151	ASV_10151: Bacteria
ASV_10153	ASV_10153: Bacteria; Margulisbacteria
ASV_10154	ASV_10154: Lentisphaeria; Lentisphaera
ASV_10155	ASV_10155: Chlamydiae; Candidatus Fritschea
ASV_10156	ASV_10156: Bacteria
ASV_10157	ASV_10157: Nanoarchaeia; Woesearchaeales
ASV_10158	ASV_10158: Proteobacteria; Alphaproteobacteria
ASV_10159	ASV_10159: Proteobacteria; Alphaproteobacteria
ASV_10161	ASV_10161: Verrucomicrobiae; Roseibacillus
ASV_10162	ASV_10162: Bacteroidia; Prevotella_9
ASV_10163	ASV_10163: Nanoarchaeia; Woesearchaeales
ASV_10164	ASV_10164: Alphaproteobacteria; Aestuariispira
ASV_10165	ASV_10165: Gammaproteobacteria; Vibrio
ASV_10166	ASV_10166: Nanoarchaeia; Woesearchaeales
ASV_10168	ASV_10168: Nanoarchaeia; Woesearchaeales
ASV_10169	ASV_10169: Nanoarchaeia; Woesearchaeales
ASV_10170	ASV_10170: Gammaproteobacteria; Francisella
ASV_10171	ASV_10171: Bacteroidia; Saprospira
ASV_10172	ASV_10172: Alphaproteobacteria; Paracaedibacteraceae
ASV_10173	ASV_10173: Omnitrophia; Omnitrophales
ASV_10174	ASV_10174: Oligoflexia; 0319-6G20
ASV_10175	ASV_10175: Bacteria
ASV_10176	ASV_10176: Holophagae; Acanthopleuribacter
ASV_10177	ASV_10177: Alphaproteobacteria; Rhodobacteraceae
ASV_10178	ASV_10178: Gammaproteobacteria; Enterobacterales
ASV_10179	ASV_10179: Desulfuromonadia; PB19
ASV_10180	ASV_10180: Bacteroidia; Flavobacteriaceae
ASV_10181	ASV_10181: Bacteria
ASV_10182	ASV_10182: Proteobacteria; Gammaproteobacteria
ASV_10183	ASV_10183: Patescibacteria; Gracilibacteria
ASV_10184	ASV_10184: Alphaproteobacteria; Rickettsiales
ASV_10185	ASV_10185: Alphaproteobacteria; Rickettsiaceae
ASV_10188	ASV_10188: Nanoarchaeia; SCGC AAA011-D5
ASV_10189	ASV_10189: Nanoarchaeia; Woesearchaeales
ASV_10190	ASV_10190: Gracilibacteria; Candidatus Peribacteria
ASV_10191	ASV_10191: Proteobacteria; Gammaproteobacteria
ASV_10192	ASV_10192: Proteobacteria; Gammaproteobacteria
ASV_10193	ASV_10193: Proteobacteria; Gammaproteobacteria
ASV_10194	ASV_10194: Desulfuromonadia; PB19
ASV_10195	ASV_10195: Proteobacteria; Gammaproteobacteria
ASV_10196	ASV_10196: Bacteria
ASV_10197	ASV_10197: Nanoarchaeia; Woesearchaeales
ASV_10198	ASV_10198: Bdellovibrionia; OM27 clade
ASV_10199	ASV_10199: Proteobacteria; Gammaproteobacteria
ASV_10200	ASV_10200: Bacteria
ASV_10201	ASV_10201: Alphaproteobacteria; Oceanicaulis
ASV_10202	ASV_10202: Babeliae; UBA12409
ASV_10203	ASV_10203: Nanoarchaeia; Woesearchaeales
ASV_10205	ASV_10205: Bacteroidia; Amoebophilaceae
ASV_10206	ASV_10206: Proteobacteria; Gammaproteobacteria
ASV_10207	ASV_10207: Bacteria
ASV_10208	ASV_10208: Gammaproteobacteria; Thiotrichaceae
ASV_10209	ASV_10209: Bacteria; Proteobacteria
ASV_10210	ASV_10210: Bacteroidia; Amoebophilaceae
ASV_10211	ASV_10211: Proteobacteria; Alphaproteobacteria
ASV_10212	ASV_10212: Patescibacteria; Gracilibacteria
ASV_10213	ASV_10213: Bacteroidia; Porphyromonas
ASV_10214	ASV_10214: Alphaproteobacteria; Fokiniaceae
ASV_10215	ASV_10215: Bdellovibrionia; Bacteriovoracaceae
ASV_10216	ASV_10216: Nanoarchaeia; Woesearchaeales
ASV_10217	ASV_10217: Planctomycetota; OM190
ASV_10218	ASV_10218: Nanoarchaeia; Woesearchaeales
ASV_10219	ASV_10219: Gammaproteobacteria; Pseudomonadales
ASV_10220	ASV_10220: Nanoarchaeia; Woesearchaeales
ASV_10221	ASV_10221: Proteobacteria; Gammaproteobacteria
ASV_10222	ASV_10222: Bacteroidota; Bacteroidia
ASV_10223	ASV_10223: Bacteria; Desulfobacterota
ASV_10224	ASV_10224: Planctomycetota; Pla4 lineage
ASV_10225	ASV_10225: Nanoarchaeia; Woesearchaeales
ASV_10226	ASV_10226: Campylobacteria; Rs-M59 termite group
ASV_10227	ASV_10227: Gammaproteobacteria; Cellvibrionaceae
ASV_10228	ASV_10228: Alphaproteobacteria; Micavibrionaceae
ASV_10229	ASV_10229: Nanoarchaeia; Woesearchaeales
ASV_10230	ASV_10230: Phycisphaerae; SM1A02
ASV_10231	ASV_10231: Bacteria
ASV_10232	ASV_10232: Gammaproteobacteria; Thiohalorhabdaceae
ASV_10233	ASV_10233: Omnitrophia; Omnitrophales
ASV_10234	ASV_10234: Planctomycetes; Blastopirellula
ASV_10237	ASV_10237: Patescibacteria; Gracilibacteria
ASV_10238	ASV_10238: Gammaproteobacteria; Coxiella
ASV_10240	ASV_10240: Planctomycetota; BD7-11
ASV_10241	ASV_10241: Bdellovibrionia; Bdellovibrio
ASV_10242	ASV_10242: Patescibacteria; Gracilibacteria
ASV_10243	ASV_10243: Oligoflexia; 0319-6G20
ASV_10244	ASV_10244: Bacteria
ASV_10246	ASV_10246: Bacteroidota; Bacteroidia
ASV_10247	ASV_10247: Verrucomicrobiae; Pelagicoccus
ASV_10248	ASV_10248: Bdellovibrionia; OM27 clade
ASV_10249	ASV_10249: Gammaproteobacteria; Kistimonas
ASV_10250	ASV_10250: Vampirivibrionia; Vampirovibrionales
ASV_10251	ASV_10251: Gammaproteobacteria; Candidatus Endoecteinascidia
ASV_10252	ASV_10252: Bacteroidia; Winogradskyella
ASV_10253	ASV_10253: Gracilibacteria; Candidatus Peribacteria
ASV_10254	ASV_10254: Bacteroidia; Saprospiraceae
ASV_10255	ASV_10255: Planctomycetota; Pla3 lineage
ASV_10256	ASV_10256: Lentisphaeria; Lentisphaera
ASV_10257	ASV_10257: Bacteria; Proteobacteria
ASV_10258	ASV_10258: Alphaproteobacteria; Holosporaceae
ASV_10259	ASV_10259: Bacilli; Mycoplasma
ASV_10262	ASV_10262: Bacteria; Proteobacteria
ASV_10263	ASV_10263: Alphaproteobacteria; Micavibrionales
ASV_10264	ASV_10264: Gammaproteobacteria; Legionella
ASV_10265	ASV_10265: Nanoarchaeia; Woesearchaeales
ASV_10266	ASV_10266: Gammaproteobacteria; Verticiella
ASV_10267	ASV_10267: Proteobacteria; Gammaproteobacteria
ASV_10268	ASV_10268: Bdellovibrionia; Peredibacter
ASV_10269	ASV_10269: Anaerolineae; A4b
ASV_10270	ASV_10270: Alphaproteobacteria; Terasakiella
ASV_10271	ASV_10271: Planctomycetes; Rhodopirellula
ASV_10272	ASV_10272: Gammaproteobacteria; Francisellaceae
ASV_10273	ASV_10273: Desulfobulbia; Desulfobulbaceae
ASV_10274	ASV_10274: Alphaproteobacteria; Micavibrionaceae
ASV_10275	ASV_10275: Bacteria
ASV_10276	ASV_10276: Bacteroidia; Cyclobacteriaceae
ASV_10277	ASV_10277: Proteobacteria; Gammaproteobacteria
ASV_10278	ASV_10278: Bacteria
ASV_10279	ASV_10279: Bacteroidia; Aquimarina
ASV_10281	ASV_10281: Proteobacteria; Gammaproteobacteria
ASV_10282	ASV_10282: Rhodothermia; Rhodothermaceae
ASV_10283	ASV_10283: Bacteria; Firmicutes
ASV_10284	ASV_10284: Gracilibacteria; Absconditabacteriales (SR1)
ASV_10285	ASV_10285: Patescibacteria; Gracilibacteria
ASV_10286	ASV_10286: Gracilibacteria; Absconditabacteriales (SR1)
ASV_10287	ASV_10287: Nanoarchaeia; Woesearchaeales
ASV_10289	ASV_10289: Lentisphaeria; SS1-B-02-17
ASV_10290	ASV_10290: Bacteroidota; Bacteroidia
ASV_10291	ASV_10291: Cyanobacteria; SU2 symbiont group
ASV_10292	ASV_10292: Nanoarchaeia; Woesearchaeales
ASV_10293	ASV_10293: Bacteroidia; Bacteroidales
ASV_10294	ASV_10294: Bacteria
ASV_10295	ASV_10295: Alphaproteobacteria; Parvularcula
ASV_10296	ASV_10296: Bacteria; Proteobacteria
ASV_10297	ASV_10297: Bacteria
ASV_10298	ASV_10298: Alphaproteobacteria; SAR11 Clade Ia
ASV_10299	ASV_10299: Alphaproteobacteria; SAR11 SAR11 clade
ASV_10300	ASV_10300: Campylobacteria; Campylobacterales
ASV_10301	ASV_10301: Bacteria
ASV_10302	ASV_10302: Gracilibacteria; Absconditabacteriales (SR1)
ASV_10303	ASV_10303: Bdellovibrionia; OM27 clade
ASV_10304	ASV_10304: Bacteroidia; Crocinitomix
ASV_10305	ASV_10305: Clostridia; Fusibacter
ASV_10306	ASV_10306: Bacteroidia; NS7 marine group
ASV_10307	ASV_10307: Kiritimatiellae; WCHB1-41
ASV_10308	ASV_10308: Nanoarchaeia; Woesearchaeales
ASV_10309	ASV_10309: Clostridia; Desulfonispora
ASV_10310	ASV_10310: Omnitrophia; Candidatus Omnitrophus
ASV_10311	ASV_10311: Acidobacteriota; Subgroup 22
ASV_10313	ASV_10313: Proteobacteria; Alphaproteobacteria
ASV_10314	ASV_10314: Alphaproteobacteria; SM2D12
ASV_10315	ASV_10315: Bdellovibrionia; Bacteriovoracaceae
ASV_10316	ASV_10316: Alphaproteobacteria; Rickettsiaceae
ASV_10317	ASV_10317: Proteobacteria; Alphaproteobacteria
ASV_10318	ASV_10318: Acidobacteriota; Subgroup 22
ASV_10319	ASV_10319: Bacteria; Zixibacteria
ASV_10320	ASV_10320: Archaea
ASV_10321	ASV_10321: Proteobacteria; Alphaproteobacteria
ASV_10322	ASV_10322: Verrucomicrobiae; Rubritaleaceae
ASV_10323	ASV_10323: Bdellovibrionia; Bdellovibrio
ASV_10324	ASV_10324: Proteobacteria; Gammaproteobacteria
ASV_10326	ASV_10326: Bacteroidia; Cryomorphaceae
ASV_10328	ASV_10328: Nanoarchaeia; GW2011_GWC1_47_15
ASV_10329	ASV_10329: Bacilli; Mycoplasma
ASV_10330	ASV_10330: Phycisphaerae; 4572-13
ASV_10331	ASV_10331: Nanoarchaeia; Woesearchaeales
ASV_10332	ASV_10332: Verrucomicrobiota; Kiritimatiellae
ASV_10333	ASV_10333: Babeliae; Babeliales
ASV_10334	ASV_10334: Proteobacteria; Alphaproteobacteria
ASV_10335	ASV_10335: Bacteria
ASV_10336	ASV_10336: Bacteria; Planctomycetota
ASV_10337	ASV_10337: Nanoarchaeia; Woesearchaeales
ASV_10338	ASV_10338: Bacteria
ASV_10339	ASV_10339: Bacteroidia; Flavobacteriaceae
ASV_10340	ASV_10340: Polyangia; MidBa8
ASV_10341	ASV_10341: Campylobacteria; Campylobacterales
ASV_10342	ASV_10342: Proteobacteria; Alphaproteobacteria
ASV_10343	ASV_10343: Phycisphaerae; CCM11a
ASV_10344	ASV_10344: Proteobacteria; Alphaproteobacteria
ASV_10345	ASV_10345: Bacteria; SAR324 clade(Marine group B)
ASV_10346	ASV_10346: Chloroflexi; Anaerolineae
ASV_10347	ASV_10347: Alphaproteobacteria; SM2D12
ASV_10349	ASV_10349: Bacteroidia; Weeksellaceae
ASV_10350	ASV_10350: Bacteroidia; Bacteroidales
ASV_10352	ASV_10352: Proteobacteria; Gammaproteobacteria
ASV_10353	ASV_10353: Nanoarchaeia; Woesearchaeales
ASV_10354	ASV_10354: Bacteroidia; Paludibacteraceae
ASV_10355	ASV_10355: Anaerolineae; Caldilineaceae
ASV_10357	ASV_10357: Gammaproteobacteria; Aestuariicella
ASV_10358	ASV_10358: Proteobacteria; Gammaproteobacteria
ASV_10359	ASV_10359: Leptospirae; RBG-16-49-21
ASV_10360	ASV_10360: Patescibacteria; Candidatus Falkowbacteria
ASV_10361	ASV_10361: Nanoarchaeia; Woesearchaeales
ASV_10362	ASV_10362: Bacteria
ASV_10364	ASV_10364: Kiritimatiellae; Kiritimatiellaceae
ASV_10365	ASV_10365: Oligoflexia; Oligoflexaceae
ASV_10366	ASV_10366: Gammaproteobacteria; Thiomicrorhabdus
ASV_10367	ASV_10367: Bdellovibrionia; OM27 clade
ASV_10368	ASV_10368: Oligoflexia; Oligoflexaceae
ASV_10369	ASV_10369: Alphaproteobacteria; Rhizobiales
ASV_10371	ASV_10371: Verrucomicrobiae; Roseibacillus
ASV_10372	ASV_10372: Bacteria
ASV_10373	ASV_10373: Bacteria; Proteobacteria
ASV_10374	ASV_10374: Bacteroidia; Chitinophagales
ASV_10375	ASV_10375: Nanoarchaeia; Woesearchaeales
ASV_10376	ASV_10376: Bacilli; Candidatus Hepatoplasma
ASV_10377	ASV_10377: Alphaproteobacteria; Holosporaceae
ASV_10379	ASV_10379: Proteobacteria; Alphaproteobacteria
ASV_10380	ASV_10380: Phycisphaerae; SM1A02
ASV_10382	ASV_10382: Planctomycetota; vadinHA49
ASV_10383	ASV_10383: Vampirivibrionia; Caenarcaniphilales
ASV_10384	ASV_10384: Bacteroidia; Flavobacteriales
ASV_10385	ASV_10385: Bdellovibrionia; Halobacteriovorax
ASV_10387	ASV_10387: Gammaproteobacteria; EC94
ASV_10388	ASV_10388: Proteobacteria; Alphaproteobacteria
ASV_10389	ASV_10389: Planctomycetota; OM190
ASV_10391	ASV_10391: Proteobacteria; Alphaproteobacteria
ASV_10393	ASV_10393: Alphaproteobacteria; Micavibrionaceae
ASV_10394	ASV_10394: Oligoflexia; Oligoflexaceae
ASV_10396	ASV_10396: Nanoarchaeia; Woesearchaeales
ASV_10397	ASV_10397: Proteobacteria; Alphaproteobacteria
ASV_10398	ASV_10398: Bacteria
ASV_10399	ASV_10399: Dehalococcoidia; SAR202 clade
ASV_10400	ASV_10400: Alphaproteobacteria; Micavibrionaceae
ASV_10401	ASV_10401: Polyangia; Nannocystaceae
ASV_10402	ASV_10402: Bacteria; Planctomycetota
ASV_10403	ASV_10403: Bacteroidia; Ekhidna
ASV_10404	ASV_10404: Gracilibacteria; Absconditabacteriales (SR1)
ASV_10405	ASV_10405: Alphaproteobacteria; Rickettsiaceae
ASV_10406	ASV_10406: Cyanobacteria; Cyanobacteria
ASV_10407	ASV_10407: Proteobacteria; Alphaproteobacteria
ASV_10408	ASV_10408: Nanoarchaeia; Woesearchaeales
ASV_10409	ASV_10409: Bacteroidia; Saprospiraceae
ASV_10410	ASV_10410: Omnitrophia; Omnitrophales
ASV_10411	ASV_10411: Alphaproteobacteria; Rickettsiaceae
ASV_10412	ASV_10412: Desulfuromonadia; Bradymonadales
ASV_10413	ASV_10413: Gammaproteobacteria; Pseudomonadales
ASV_10414	ASV_10414: Bacteria
ASV_10415	ASV_10415: Campylobacteria; Campylobacterales
ASV_10418	ASV_10418: Polyangia; Blfdi19
ASV_10419	ASV_10419: Oligoflexia; Oligoflexaceae
ASV_10420	ASV_10420: Gammaproteobacteria; Thiotrichaceae
ASV_10421	ASV_10421: Bacteria; Proteobacteria
ASV_10422	ASV_10422: Nanoarchaeia; Woesearchaeales
ASV_10423	ASV_10423: Bacteria
ASV_10425	ASV_10425: Bacteroidia; Rubidimonas
ASV_10426	ASV_10426: Proteobacteria; Alphaproteobacteria
ASV_10427	ASV_10427: Nanoarchaeia; Woesearchaeales
ASV_10429	ASV_10429: Bacteria; Cyanobacteria
ASV_10430	ASV_10430: Bdellovibrionia; OM27 clade
ASV_10431	ASV_10431: Elusimicrobiota; Lineage IIb
ASV_10432	ASV_10432: Proteobacteria; Alphaproteobacteria
ASV_10433	ASV_10433: Nanoarchaeia; Woesearchaeales
ASV_10434	ASV_10434: Omnitrophia; Candidatus Omnitrophus
ASV_10436	ASV_10436: Oligoflexia; Oligoflexaceae
ASV_10438	ASV_10438: Bacteria; Planctomycetota
ASV_10439	ASV_10439: Alphaproteobacteria; Rickettsiaceae
ASV_10440	ASV_10440: Alphaproteobacteria; Stappiaceae
ASV_10441	ASV_10441: Bacteroidia; Flavobacteriaceae
ASV_10442	ASV_10442: Nanoarchaeia; Woesearchaeales
ASV_10444	ASV_10444: Bacteria
ASV_10445	ASV_10445: Vampirivibrionia; Gastranaerophilales
ASV_10446	ASV_10446: Planctomycetota; OM190
ASV_10447	ASV_10447: Cyanobacteria; Cyanobacteriales
ASV_10448	ASV_10448: Desulfuromonadia; Bradymonadales
ASV_10449	ASV_10449: Bdellovibrionia; Bdellovibrio
ASV_10450	ASV_10450: Bdellovibrionia; OM27 clade
ASV_10451	ASV_10451: Bacteroidia; Labilibacter
ASV_10453	ASV_10453: Desulfovibrionia; Desulfovibrio
ASV_10454	ASV_10454: Bacteria
ASV_10456	ASV_10456: Planctomycetota; Pla3 lineage
ASV_10457	ASV_10457: Bacteroidia; Macellibacteroides
ASV_10458	ASV_10458: Bacteria
ASV_10459	ASV_10459: Planctomycetes; Pir4 lineage
ASV_10460	ASV_10460: Phycisphaerae; Algisphaera
ASV_10461	ASV_10461: Nanoarchaeia; Woesearchaeales
ASV_10462	ASV_10462: Bacteria; Margulisbacteria
ASV_10463	ASV_10463: Nanoarchaeia; Woesearchaeales
ASV_10464	ASV_10464: Verrucomicrobiae; Puniceicoccaceae
ASV_10465	ASV_10465: Proteobacteria; Alphaproteobacteria
ASV_10466	ASV_10466: Bacteria
ASV_10467	ASV_10467: Bacteroidia; Candidatus Amoebophilus
ASV_10468	ASV_10468: Bacteria
ASV_10470	ASV_10470: Bacilli; type III
ASV_10471	ASV_10471: Bacteroidia; Alistipes
ASV_10472	ASV_10472: Bacteria
ASV_10473	ASV_10473: Planctomycetota; OM190
ASV_10474	ASV_10474: Proteobacteria; Gammaproteobacteria
ASV_10476	ASV_10476: Nanoarchaeia; Woesearchaeales
ASV_10478	ASV_10478: Bdellovibrionia; Bdellovibrio
ASV_10479	ASV_10479: Gammaproteobacteria; Agaribacterium
ASV_10480	ASV_10480: Bacteroidia; Marinoscillum
ASV_10481	ASV_10481: Bacteria
ASV_10482	ASV_10482: Planctomycetota; OM190
ASV_10483	ASV_10483: Bacteroidia; Flavobacteriales
ASV_10484	ASV_10484: Alphaproteobacteria; Terasakiellaceae
ASV_10485	ASV_10485: Bacteria; SAR324 clade(Marine group B)
ASV_10487	ASV_10487: Alphaproteobacteria; Micavibrionaceae
ASV_10489	ASV_10489: Nanoarchaeia; Woesearchaeales
ASV_10490	ASV_10490: Proteobacteria; Alphaproteobacteria
ASV_10491	ASV_10491: Bacteria; Marinimicrobia (SAR406 clade)
ASV_10492	ASV_10492: Nanoarchaeia; Woesearchaeales
ASV_10494	ASV_10494: Nanoarchaeia; Woesearchaeales
ASV_10495	ASV_10495: Verrucomicrobiae; Rubritalea
ASV_10496	ASV_10496: Nanoarchaeia; Woesearchaeales
ASV_10497	ASV_10497: Alphaproteobacteria; Methyloligellaceae
ASV_10498	ASV_10498: Vampirivibrionia; Vampirovibrionales
ASV_10499	ASV_10499: Patescibacteria; Gracilibacteria
ASV_10501	ASV_10501: Campylobacterota; Campylobacteria
ASV_10502	ASV_10502: Proteobacteria; Alphaproteobacteria
ASV_10503	ASV_10503: Clostridia; Lachnospiraceae
ASV_10504	ASV_10504: Bacteroidia; NS5 marine group
ASV_10505	ASV_10505: Chlamydiae; Chlamydiales
ASV_10506	ASV_10506: Omnitrophia; Candidatus Omnitrophus
ASV_10507	ASV_10507: Alphaproteobacteria; Rickettsiaceae
ASV_10508	ASV_10508: Babeliae; Babeliaceae
ASV_10509	ASV_10509: Nanoarchaeia; Woesearchaeales
ASV_10510	ASV_10510: Verrucomicrobiae; Verruc-01
ASV_10511	ASV_10511: Proteobacteria; Gammaproteobacteria
ASV_10512	ASV_10512: Cyanobacteria; Nodosilineaceae
ASV_10515	ASV_10515: Nanoarchaeia; Woesearchaeales
ASV_10516	ASV_10516: Proteobacteria; Gammaproteobacteria
ASV_10517	ASV_10517: Alphaproteobacteria; Rhizobiales
ASV_10519	ASV_10519: Planctomycetota; 028H05-P-BN-P5
ASV_10520	ASV_10520: Clostridia; Tyzzerella
ASV_10521	ASV_10521: Patescibacteria; Parcubacteria
ASV_10522	ASV_10522: Kiritimatiellae; WCHB1-41
ASV_10523	ASV_10523: Bacteria
ASV_10524	ASV_10524: Spirochaetia; Spirochaeta
ASV_10525	ASV_10525: Acidimicrobia; Microtrichaceae
ASV_10526	ASV_10526: Nanoarchaeia; Woesearchaeales
ASV_10527	ASV_10527: Alphaproteobacteria; Holosporaceae
ASV_10528	ASV_10528: Bacteroidia; Flexithrix
ASV_10529	ASV_10529: Bacilli; Candidatus Hepatoplasma
ASV_10530	ASV_10530: Bacteria
ASV_10531	ASV_10531: Cyanobacteria; Cyanobacteriales
ASV_10532	ASV_10532: Bacteroidia; Flavobacteriaceae
ASV_10533	ASV_10533: Kiritimatiellae; WCHB1-41
ASV_10534	ASV_10534: Bacteria; Planctomycetota
ASV_10535	ASV_10535: Proteobacteria; Alphaproteobacteria
ASV_10537	ASV_10537: Bacteroidia; Flavobacteriaceae
ASV_10539	ASV_10539: Nanoarchaeia; Woesearchaeales
ASV_10540	ASV_10540: Gracilibacteria; Absconditabacteriales (SR1)
ASV_10541	ASV_10541: Alphaproteobacteria; AB1
ASV_10542	ASV_10542: Bacteroidia; Cyclobacteriaceae
ASV_10543	ASV_10543: Micrarchaeia; CG1-02-32-21
ASV_10544	ASV_10544: Omnitrophia; Candidatus Omnitrophus
ASV_10545	ASV_10545: Planctomycetota; Pla4 lineage
ASV_10546	ASV_10546: Anaerolineae; Ardenticatenales
ASV_10547	ASV_10547: Gammaproteobacteria; Enterobacterales
ASV_10548	ASV_10548: Nanoarchaeia; Woesearchaeales
ASV_10549	ASV_10549: Firmicutes; Bacilli
ASV_10550	ASV_10550: Proteobacteria; Gammaproteobacteria
ASV_10551	ASV_10551: Bacteroidota; Bacteroidia
ASV_10552	ASV_10552: Acidobacteriota; Subgroup 22
ASV_10553	ASV_10553: Gammaproteobacteria; Marinicella
ASV_10554	ASV_10554: Bacteria
ASV_10555	ASV_10555: Proteobacteria; Gammaproteobacteria
ASV_10556	ASV_10556: Lentisphaeria; SS1-B-02-17
ASV_10557	ASV_10557: Nanoarchaeia; Woesearchaeales
ASV_10558	ASV_10558: Firmicutes; Clostridia
ASV_10559	ASV_10559: Gammaproteobacteria; Enterobacterales
ASV_10560	ASV_10560: Planctomycetota; vadinHA49
ASV_10561	ASV_10561: Gammaproteobacteria; Saccharospirillum
ASV_10562	ASV_10562: Gammaproteobacteria; BD72BR169
ASV_10563	ASV_10563: Bacteria
ASV_10564	ASV_10564: Bacteria; NB1-j
ASV_10566	ASV_10566: Alphaproteobacteria; SM2D12
ASV_10567	ASV_10567: Nanoarchaeia; Woesearchaeales
ASV_10568	ASV_10568: Bacteroidota; Bacteroidia
ASV_10569	ASV_10569: Bacteria
ASV_10570	ASV_10570: Crenarchaeota; Bathyarchaeia
ASV_10571	ASV_10571: Proteobacteria; Alphaproteobacteria
ASV_10572	ASV_10572: Alphaproteobacteria; Kordiimonas
ASV_10573	ASV_10573: Proteobacteria; Gammaproteobacteria
ASV_10574	ASV_10574: Oligoflexia; Oligoflexaceae
ASV_10575	ASV_10575: Oligoflexia; Oligoflexaceae
ASV_10576	ASV_10576: Gracilibacteria; Candidatus Peribacteria
ASV_10577	ASV_10577: Alphaproteobacteria; Micavibrionaceae
ASV_10578	ASV_10578: Cyanobacteria; Geminobacterium
ASV_10579	ASV_10579: Patescibacteria; Parcubacteria
ASV_10580	ASV_10580: Alphaproteobacteria; Micavibrionaceae
ASV_10581	ASV_10581: Gammaproteobacteria; Francisellaceae
ASV_10582	ASV_10582: Nanoarchaeia; Woesearchaeales
ASV_10583	ASV_10583: Bacteroidia; Flammeovirgaceae
ASV_10584	ASV_10584: Gammaproteobacteria; Francisellaceae
ASV_10585	ASV_10585: Bacteroidia; Alistipes
ASV_10586	ASV_10586: Omnitrophia; Candidatus Omnitrophus
ASV_10587	ASV_10587: Planctomycetota; OM190
ASV_10588	ASV_10588: Alphaproteobacteria; Rhodospirillales
ASV_10589	ASV_10589: Nanoarchaeia; SCGC AAA286-E23
ASV_10590	ASV_10590: Acidobacteriota; Subgroup 22
ASV_10591	ASV_10591: Nanoarchaeia; SCGC AAA286-E23
ASV_10592	ASV_10592: Polyangia; BIrii41
ASV_10593	ASV_10593: Bacteroidia; Macellibacteroides
ASV_10594	ASV_10594: Alphaproteobacteria; Micavibrionaceae
ASV_10595	ASV_10595: Bacteria; Elusimicrobiota
ASV_10596	ASV_10596: Cyanobacteria; Vampirivibrionia
ASV_10597	ASV_10597: Oligoflexia; 0319-6G20
ASV_10598	ASV_10598: Bacteria
ASV_10599	ASV_10599: Alphaproteobacteria; Rickettsiales
ASV_10601	ASV_10601: Bacteroidia; NS9 marine group
ASV_10602	ASV_10602: Proteobacteria; Gammaproteobacteria
ASV_10603	ASV_10603: Verrucomicrobiae; Haloferula
ASV_10604	ASV_10604: Gammaproteobacteria; HglApr721
ASV_10605	ASV_10605: Alphaproteobacteria; MD3-55
ASV_10606	ASV_10606: Oligoflexia; Oligoflexaceae
ASV_10607	ASV_10607: Desulfuromonadia; Bradymonadales
ASV_10608	ASV_10608: Bacteria
ASV_10609	ASV_10609: Vampirivibrionia; Caenarcaniphilales
ASV_10610	ASV_10610: Oligoflexia; Oligoflexaceae
ASV_10611	ASV_10611: Nanoarchaeia; SCGC AAA011-D5
ASV_10612	ASV_10612: Patescibacteria; Gracilibacteria
ASV_10613	ASV_10613: Nanoarchaeia; GW2011_GWC1_47_15
ASV_10614	ASV_10614: Planctomycetes; Pirellula
ASV_10615	ASV_10615: Verrucomicrobiae; Rubritalea
ASV_10616	ASV_10616: Vampirivibrionia; Gastranaerophilales
ASV_10617	ASV_10617: Bacteroidia; Saprospiraceae
ASV_10618	ASV_10618: Omnitrophia; Candidatus Omnitrophus
ASV_10619	ASV_10619: Campylobacteria; Campylobacterales
ASV_10620	ASV_10620: Kiritimatiellae; WCHB1-41
ASV_10621	ASV_10621: Proteobacteria; Alphaproteobacteria
ASV_10622	ASV_10622: Nanoarchaeia; Woesearchaeales
ASV_10623	ASV_10623: Bacteria
