contrast	hold	variable	asv_id	p_val	p_fdr	test	q_cutoff	p_adj	taxon_resolution
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00228	0.012925947386942954	0.3527706474353181	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00229	0.9919845481872657	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00229	0.16364004591582226	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00231	0.9643701541679334	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00231	0.7576751535854103	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00232	0.6783004764317215	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00232	0.8197374189702535	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00233	0.655682210596014	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00233	0.40835259080728464	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00235	0.05301375334606625	0.9964636307692928	cc_da	0.05380939500235883	0.05301375334606625	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00235	0.017465620859080336	0.4237030245443563	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00236	0.06236272837465628	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00236	0.8756933376371587	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00238	0.890096118142436	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00238	0.863867511263039	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00239	0.14262421022772862	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00239	0.618431588194708	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00240	0.8293843625516896	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00240	0.2841437311401499	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00241	0.5273994241586324	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00241	0.6550031450619024	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00243	0.7081568908245048	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00243	0.874317229469431	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00245	0.25268512292214856	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00245	0.0050222382687740205	0.20559787912793645	cc_dv	0.009724167095839472	0.0050222382687740205	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00246	0.87667692831591	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00246	0.0868382406069784	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00247	0.664693628323484	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00247	0.755178024426357	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00248	0.6404951726244315	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00248	0.9677511277236915	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00253	0.7924027091749037	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00253	0.4361404494003188	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00255	0.5729026502606943	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00255	0.03480975126651029	0.6909208205928558	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00256	0.4500634494133791	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00256	0.7506251737639066	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00258	0.31488456191519854	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00258	0.724311939481133	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00259	0.5002952428924189	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00259	0.11782455471172174	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00260	0.35884176494372755	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00260	0.6672897734469185	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00261	0.9114414157023658	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00261	0.6683862868964349	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00262	0.18230089480108086	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00262	0.24749929773104665	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00263	0.5084311580049403	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00263	0.5171263025842212	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00264	0.1949472908998241	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00264	0.10035774121203613	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00266	0.9088919885122785	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00266	0.8721195942231106	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00269	0.7763343978527785	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00269	0.7645941519019412	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00271	0.7547896589434762	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00271	0.6336828380213166	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00272	0.7600560487296607	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00272	0.7660564648763271	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00277	0.33970581657804694	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00277	0.11217698299914677	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00278	0.7138257783753261	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00278	0.23149861257452503	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00279	0.6644152202267526	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00279	0.7537039852079719	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00280	0.6739448214144181	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00280	0.8973959994036154	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00281	0.46536864919566046	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00281	0.22617281719094254	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00282	0.670910217407608	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00282	0.9636367004750453	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00287	0.7222584334374634	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00287	0.6138519143954998	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00290	0.30813378188585416	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00290	0.21889805718345337	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00291	0.4429535911140061	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00291	0.5248255804685751	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00292	0.6570769565393766	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00292	0.9483353947413113	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00294	0.8089345216375041	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00294	0.6258426865141249	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00298	0.3197892290469185	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00298	0.704102876512881	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00301	0.977156815410959	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00301	0.8137367246070492	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00302	0.6167172521563451	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00302	0.8420420851419222	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00303	0.6695793995746583	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00303	0.11034218082993696	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00304	0.7048608345234904	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00304	0.9498345270292415	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00307	0.6425580375307721	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00307	0.36391734377386503	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00308	0.6222166378683478	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00308	0.9965416230461736	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00311	0.6750667604772009	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00311	0.998391557550662	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00313	0.584818788546132	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00313	0.6656325608055448	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00314	0.5122526703768743	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00314	0.546140276009314	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00315	0.909857341008574	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00315	0.6075891039389197	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00317	0.7372697411358818	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00317	0.4340957506360694	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00319	0.6447559376676985	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00319	0.03817710987192282	0.7354707931208662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00320	0.817465537371384	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00320	0.30752547285418436	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00321	0.9022925361669224	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00321	0.42511108406238574	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00322	0.6508039760376121	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00322	0.9778474806195092	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00323	0.531484263163912	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00323	0.9074268414116796	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00324	0.797778809284789	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00324	0.993824941465419	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00325	0.5338930742410981	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00325	0.790117496144171	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00327	0.9562193378979791	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00327	0.967204675493598	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00328	0.9288837195108983	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00328	0.6864855186784081	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00329	0.6228780044220238	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00329	0.7122679038149391	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00330	0.8453102565370911	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00330	0.9319300850940774	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00332	0.8401839878807885	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00332	0.4246216023894134	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00333	0.821328984507929	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00333	0.8218878340467708	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00334	0.7787062140531913	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00334	0.1389727637468639	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00336	0.6207056197106651	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00336	0.3157201349681464	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00337	0.028822434353737752	0.9964636307692928	cc_da	0.05380939500235883	0.028822434353737752	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00337	0.0037242345717317864	0.18764412649879386	cc_dv	0.009724167095839472	0.0037242345717317864	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00338	0.9937090965072575	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00338	0.5715670173974645	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00342	0.8030972616136478	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00342	0.9896676236449841	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00343	0.8118317035510458	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00343	0.9639476327421158	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00344	0.2318365196873025	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00344	0.13024801318958887	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00345	0.8918728843934104	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00345	0.7766064501614118	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00346	0.9019494295726594	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00346	0.9116976409079249	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00347	0.8315108889803757	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00347	0.8622641417798368	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00349	0.03413948417742513	0.9964636307692928	cc_da	0.05380939500235883	0.03413948417742513	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00349	0.49130249839977164	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00352	0.9438758345764474	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00352	0.5648444236397937	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00353	0.14952800807599614	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00353	0.153375348650953	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00354	0.7249413435960571	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00354	0.08683299411429907	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00355	0.40771466776994425	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00355	0.15876032173221602	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00356	0.7463282726234512	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00356	0.924849789082056	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00358	0.7372292732198655	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00358	0.8594538471144023	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00359	0.44653908093040073	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00359	0.6819321339485974	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00360	0.16089882188912616	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00360	0.8544144583662013	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00361	0.6635837732688104	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00361	0.2445394092776073	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00362	0.38441448465406425	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00362	0.5126714478250141	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00364	0.9505264982489815	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00364	0.7097414438513489	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00366	0.2619769105895643	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00366	0.9453643696031863	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00368	0.8398515762320549	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00368	0.754597431975461	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00370	0.12572601007225082	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00370	0.38354625575712836	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00373	0.32824876074417947	0.9964636307692928	cc_da	0.05380939500235883	NA	asv
Tektite (peak_photo - dawn)	Tektite	peak_photo - dawn	ASV_00373	0.9240905706318729	0.998391557550662	cc_dv	0.009724167095839472	NA	asv
